ranking_date,rank,name,title,country,rating,games,birth_year
27-07-01,13,"Khalifman, Alexander",g,RUS,2699,16,1966
27-07-01,14,"Smirin, Ilia",g,ISR,2702,30,1968
27-07-01,15,"Van Wely, Loek",g,NED,2695,44,1972
27-07-01,16,"Georgiev, Kiril",g,BUL,2695,32,1965
27-07-01,17,"Svidler, Peter",g,RUS,2695,9,1976
27-07-01,18,"Karpov, Anatoly",g,RUS,2692,0,1951
27-07-01,19,"Dreev, Alexey",g,RUS,2690,18,1969
27-07-01,20,"Polgar, Judit (GM)",wg,HUN,2686,13,1976
27-07-01,21,"Ponomariov, Ruslan",g,UKR,2684,29,1983
27-07-01,22,"Ye, Jiangchuan",g,CHN,2677,20,1960
27-07-01,23,"Lautier, Joel",g,FRA,2675,40,1973
27-07-01,24,"Azmaiparashvili, Zurab",g,GEO,2674,22,1960
27-07-01,25,"Short, Nigel D.",g,ENG,2670,21,1965
27-07-01,26,"Grischuk, Alexander",g,RUS,2669,20,1983
27-07-01,27,"Zhang, Zhong",g,CHN,2667,32,1978
27-07-01,28,"Onischuk, Alexander",g,UKR,2667,18,1975
27-07-01,29,"Akopian, Vladimir",g,ARM,2660,27,1971
27-07-01,30,"Beliavsky, Alexander G",g,SLO,2659,46,1953
27-07-01,31,"Kharlov, Andrei",g,RUS,2656,49,1968
27-07-01,32,"Bologan, Viktor",g,MDA,2655,36,1971
27-07-01,33,"Bacrot, Etienne",g,FRA,2653,31,1983
27-07-01,34,"Sutovsky, Emil",g,ISR,2651,52,1977
27-07-01,35,"Vaganian, Rafael A",g,ARM,2650,35,1951
27-07-01,36,"Aleksandrov, Aleksej",g,BLR,2646,46,1973
27-07-01,37,"Xu, Jun",g,CHN,2646,17,1962
27-07-01,38,"Seirawan, Yasser",g,USA,2644,7,1960
27-07-01,39,"Lutz, Christopher",g,GER,2643,24,1971
27-07-01,40,"Tkachiev, Vladislav",g,FRA,2642,35,1973
27-07-01,41,"Rublevsky, Sergei",g,RUS,2639,20,1974
27-07-01,42,"Zvjaginsev, Vadim",g,RUS,2638,27,1976
27-07-01,43,"Malakhov, Vladimir",g,RUS,2637,26,1980
27-07-01,44,"Gurevich, Mikhail",g,BEL,2633,60,1959
27-07-01,45,"Jussupow, Artur",g,GER,2633,39,1960
27-07-01,46,"Sadler, Matthew",g,ENG,2631,16,1974
27-07-01,47,"Vallejo Pons, Francisco",g,ESP,2630,42,1982
27-07-01,48,"Dautov, Rustem",g,GER,2630,38,1965
27-07-01,49,"Piket, Jeroen",g,NED,2630,34,1969
27-07-01,50,"Almasi, Zoltan",g,HUN,2630,29,1976
27-07-01,51,"Sakaev, Konstantin",g,RUS,2630,21,1974
27-07-01,52,"Delchev, Aleksander",g,BUL,2629,66,1971
27-07-01,53,"Peng, Xiaomin",g,CHN,2629,33,1973
27-07-01,54,"Lastin, Alexander",g,RUS,2628,37,1976
27-07-01,55,"Motylev, Alexander",g,RUS,2627,54,1979
27-07-01,56,"Movsesian, Sergei",g,CZE,2627,51,1978
27-07-01,57,"Ehlvest, Jaan",g,EST,2627,35,1962
27-07-01,58,"Hansen, Curt",g,DEN,2626,21,1964
27-07-01,59,"Shipov, Sergei",g,RUS,2625,17,1966
27-07-01,60,"Landa, Konstantin",g,RUS,2619,31,1972
27-07-01,61,"Tiviakov, Sergei",g,NED,2618,16,1973
27-07-01,62,"Tregubov, Pavel V.",g,RUS,2617,48,1971
27-07-01,63,"Filippov, Valerij",g,RUS,2617,43,1975
27-07-01,64,"Korchnoi, Viktor",g,SUI,2617,22,1931
27-07-01,65,"Milov, Vadim",g,SUI,2614,32,1972
27-07-01,66,"Milos, Gilberto",g,BRA,2614,20,1963
27-07-01,67,"Pigusov, Evgeny",g,RUS,2613,47,1961
27-07-01,68,"Vladimirov, Evgeny",g,KAZ,2612,37,1957
27-07-01,69,"Huebner, Robert Dr.",g,GER,2612,15,1948
27-07-01,70,"Graf, Alexander",g,GER,2610,55,1962
27-07-01,71,"Hracek, Zbynek",g,CZE,2610,41,1970
27-07-01,72,"Nisipeanu, Liviu-Dieter",g,ROM,2609,32,1976
27-07-01,73,"Lputian, Smbat G",g,ARM,2608,22,1958
27-07-01,74,"Magomedov, Magaram",g,RUS,2608,0,1966
27-07-01,75,"Chuchelov, Vladimir",g,BEL,2607,57,1969
27-07-01,76,"Van Den Doel, Erik",g,NED,2607,41,1979
27-07-01,77,"Rustemov, Alexander",g,RUS,2607,30,1973
27-07-01,78,"Fressinet, Laurent",g,FRA,2606,53,1981
27-07-01,79,"Kaidanov, Gregory S",g,USA,2605,8,1959
27-07-01,80,"Sokolov, Andrei",g,FRA,2604,77,1963
27-07-01,81,"Tukmakov, Vladimir B",g,UKR,2604,51,1946
27-07-01,82,"Luther, Thomas",g,GER,2604,48,1969
27-07-01,83,"Asrian, Karen",g,ARM,2604,22,1980
27-07-01,84,"Speelman, Jonathan S.",g,ENG,2603,13,1956
27-07-01,85,"Degraeve, Jean-Marc",g,FRA,2602,54,1971
27-07-01,86,"Gyimesi, Zoltan",g,HUN,2602,47,1977
27-07-01,87,"Dorfman, Josif D",g,FRA,2602,17,1952
27-07-01,88,"Gulko, Boris F",g,USA,2602,4,1947
27-07-01,89,"Andersson, Ulf",g,SWE,2601,41,1951
27-07-01,90,"Chernin, Alexander",g,HUN,2601,25,1960
27-07-01,91,"Kotsur, Pavel",g,KAZ,2600,45,1974
27-07-01,92,"Hickl, Joerg",g,GER,2600,17,1965
27-07-01,93,"Najdoski, Toni",g,MKD,2600,0,1970
27-07-01,94,"Baklan, Vladimir",g,UKR,2599,49,1978
27-07-01,95,"Najer, Evgeniy",g,RUS,2599,30,1977
27-07-01,96,"Fedorov, Alexei",g,BLR,2599,22,1972
27-07-01,97,"Istratescu, Andrei",g,ROM,2598,51,1975
27-07-01,98,"Avrukh, Boris",g,ISR,2598,48,1978
27-07-01,99,"Eingorn, Vereslav S",g,UKR,2598,47,1956
27-07-01,100,"Adianto, Utut",g,INA,2598,18,1965
27-10-01,1,"Kasparov, Garry",g,RUS,2838,0,1963
27-10-01,2,"Kramnik, Vladimir",g,RUS,2809,10,1975
27-10-01,3,"Anand, Viswanathan",g,IND,2770,10,1969
27-10-01,4,"Morozevich, Alexander",g,RUS,2742,10,1977
27-10-01,5,"Leko, Peter",g,HUN,2739,10,1979
27-10-01,6,"Topalov, Veselin",g,BUL,2733,10,1975
27-10-01,7,"Adams, Michael",g,ENG,2731,10,1971
27-10-01,8,"Ivanchuk, Vassily",g,UKR,2731,0,1969
27-10-01,9,"Bareev, Evgeny",g,RUS,2719,0,1966
27-10-01,10,"Van Wely, Loek",g,NED,2714,26,1972
27-10-01,11,"Kasimdzhanov, Rustam",g,UZB,2706,8,1979
27-10-01,12,"Shirov, Alexei",g,ESP,2706,0,1972
27-10-01,13,"Khalifman, Alexander",g,RUS,2702,6,1966
27-10-01,14,"Gelfand, Boris",g,ISR,2701,19,1968
27-10-01,15,"Smirin, Ilia",g,ISR,2698,2,1968
27-10-01,16,"Karpov, Anatoly",g,RUS,2692,0,1951
27-10-01,17,"Svidler, Peter",g,RUS,2686,16,1976
27-10-01,18,"Georgiev, Kiril",g,BUL,2686,13,1965
27-10-01,19,"Polgar, Judit (GM)",wg,HUN,2686,0,1976
27-10-01,20,"Ponomariov, Ruslan",g,UKR,2684,0,1983
27-10-01,21,"Ye, Jiangchuan",g,CHN,2681,15,1960
27-10-01,22,"Dreev, Alexey",g,RUS,2676,17,1969
27-10-01,23,"Short, Nigel D.",g,ENG,2675,0,1965
27-10-01,24,"Azmaiparashvili, Zurab",g,GEO,2674,0,1960
27-10-01,25,"Bologan, Viktor",g,MDA,2668,18,1971
27-10-01,26,"Beliavsky, Alexander G",g,SLO,2668,9,1953
27-10-01,27,"Grischuk, Alexander",g,RUS,2666,16,1983
27-10-01,28,"Sutovsky, Emil",g,ISR,2664,18,1977
27-10-01,29,"Onischuk, Alexander",g,UKR,2660,9,1975
27-10-01,30,"Akopian, Vladimir",g,ARM,2660,0,1971
27-10-01,31,"Sokolov, Ivan",g,BIH,2658,35,1968
27-10-01,32,"Zhang, Zhong",g,CHN,2657,17,1978
27-10-01,33,"Kharlov, Andrei",g,RUS,2656,0,1968
27-10-01,34,"Xu, Jun",g,CHN,2654,26,1962
27-10-01,35,"Lautier, Joel",g,FRA,2653,29,1973
27-10-01,36,"Bacrot, Etienne",g,FRA,2653,11,1983
27-10-01,37,"Nikolic, Predrag",g,BIH,2652,0,1960
27-10-01,38,"Vaganian, Rafael A",g,ARM,2650,0,1951
27-10-01,39,"Piket, Jeroen",g,NED,2649,35,1969
27-10-01,40,"Aleksandrov, Aleksej",g,BLR,2645,9,1973
27-10-01,41,"Seirawan, Yasser",g,USA,2644,0,1960
27-10-01,42,"Lutz, Christopher",g,GER,2643,0,1971
27-10-01,43,"Motylev, Alexander",g,RUS,2641,6,1979
27-10-01,44,"Zvjaginsev, Vadim",g,RUS,2640,9,1976
27-10-01,45,"Korchnoi, Viktor",g,SUI,2639,10,1931
27-10-01,46,"Sakaev, Konstantin",g,RUS,2639,9,1974
27-10-01,47,"Malakhov, Vladimir",g,RUS,2637,0,1980
27-10-01,48,"Delchev, Aleksander",g,BUL,2634,31,1971
27-10-01,49,"Rublevsky, Sergei",g,RUS,2634,15,1974
27-10-01,50,"Jussupow, Artur",g,GER,2633,0,1960
27-10-01,51,"Tkachiev, Vladislav",g,FRA,2632,9,1973
27-10-01,52,"Movsesian, Sergei",g,CZE,2631,2,1978
27-10-01,53,"Sadler, Matthew",g,ENG,2631,0,1974
27-10-01,54,"Almasi, Zoltan",g,HUN,2630,0,1976
27-10-01,55,"Dautov, Rustem",g,GER,2630,0,1965
27-10-01,56,"Vallejo Pons, Francisco",g,ESP,2630,0,1982
27-10-01,57,"Lastin, Alexander",g,RUS,2628,0,1976
27-10-01,58,"Ehlvest, Jaan",g,EST,2626,6,1962
27-10-01,59,"Shipov, Sergei",g,RUS,2625,0,1966
27-10-01,60,"Nielsen, Peter Heine",g,DEN,2620,19,1973
27-10-01,61,"Landa, Konstantin",g,RUS,2619,0,1972
27-10-01,62,"Lputian, Smbat G",g,ARM,2618,9,1958
27-10-01,63,"Filippov, Valerij",g,RUS,2617,0,1975
27-10-01,64,"Hansen, Curt",g,DEN,2613,18,1964
27-10-01,65,"Pigusov, Evgeny",g,RUS,2613,0,1961
27-10-01,66,"Goldin, Alexander",g,USA,2612,22,1964
27-10-01,67,"Huebner, Robert Dr.",g,GER,2612,0,1948
27-10-01,68,"Rustemov, Alexander",g,RUS,2611,28,1973
27-10-01,69,"Tregubov, Pavel V.",g,RUS,2611,18,1971
27-10-01,70,"Milos, Gilberto",g,BRA,2610,7,1963
27-10-01,71,"Graf, Alexander",g,GER,2610,0,1962
27-10-01,72,"Hracek, Zbynek",g,CZE,2610,0,1970
27-10-01,73,"Nisipeanu, Liviu-Dieter",g,ROM,2609,0,1976
27-10-01,74,"Gulko, Boris F",g,USA,2608,20,1947
27-10-01,75,"Peng, Xiaomin",g,CHN,2607,26,1973
27-10-01,76,"Chuchelov, Vladimir",g,BEL,2607,0,1969
27-10-01,77,"Avrukh, Boris",g,ISR,2606,28,1978
27-10-01,78,"Gurevich, Mikhail",g,BEL,2605,18,1959
27-10-01,79,"Gyimesi, Zoltan",g,HUN,2605,8,1977
27-10-01,80,"Kaidanov, Gregory S",g,USA,2605,0,1959
27-10-01,81,"Asrian, Karen",g,ARM,2604,0,1980
27-10-01,82,"Luther, Thomas",g,GER,2604,0,1969
27-10-01,83,"Kobalija, Mihail",g,RUS,2603,11,1978
27-10-01,84,"Istratescu, Andrei",g,ROM,2603,8,1975
27-10-01,85,"Milov, Vadim",g,SUI,2602,29,1972
27-10-01,86,"Sokolov, Andrei",g,FRA,2602,11,1963
27-10-01,87,"Rozentalis, Eduardas",g,LTU,2601,26,1963
27-10-01,88,"Conquest, Stuart",g,ENG,2601,16,1967
27-10-01,89,"Eingorn, Vereslav S",g,UKR,2601,9,1956
27-10-01,90,"Andersson, Ulf",g,SWE,2601,0,1951
27-10-01,91,"Timman, Jan H",g,NED,2600,18,1951
27-10-01,92,"Hickl, Joerg",g,GER,2600,0,1965
27-10-01,93,"Najdoski, Toni",g,MKD,2600,0,1970
27-10-01,94,"Tiviakov, Sergei",g,NED,2599,18,1973
27-10-01,95,"Dorfman, Josif D",g,FRA,2599,11,1952
27-10-01,96,"Najer, Evgeniy",g,RUS,2599,9,1977
27-10-01,97,"Fedorov, Alexei",g,BLR,2599,0,1972
27-10-01,98,"Speelman, Jonathan S.",g,ENG,2596,20,1956
27-10-01,99,"Dominguez, Lenier",g,CUB,2596,11,1983
27-10-01,100,"Nunn, John D.M.",g,ENG,2595,0,1955
27-01-02,1,"Kasparov, Garry",g,RUS,2838,0,1963
27-01-02,2,"Kramnik, Vladimir",g,RUS,2809,0,1975
27-01-02,3,"Anand, Viswanathan",g,IND,2757,14,1969
27-01-02,4,"Adams, Michael",g,ENG,2742,25,1971
27-01-02,5,"Morozevich, Alexander",g,RUS,2742,6,1977
27-01-02,6,"Topalov, Veselin",g,BUL,2739,8,1975
27-01-02,7,"Ponomariov, Ruslan",g,UKR,2727,38,1983
27-01-02,8,"Ivanchuk, Vassily",g,UKR,2717,39,1969
27-01-02,9,"Shirov, Alexei",g,ESP,2715,26,1972
27-01-02,10,"Leko, Peter",g,HUN,2713,11,1979
27-01-02,11,"Gelfand, Boris",g,ISR,2708,18,1968
27-01-02,12,"Bareev, Evgeny",g,RUS,2707,19,1966
27-01-02,13,"Smirin, Ilia",g,ISR,2702,33,1968
27-01-02,14,"Van Wely, Loek",g,NED,2697,20,1972
27-01-02,15,"Kasimdzhanov, Rustam",g,UZB,2695,13,1979
27-01-02,16,"Karpov, Anatoly",g,RUS,2693,14,1951
27-01-02,17,"Svidler, Peter",g,RUS,2688,29,1976
27-01-02,18,"Khalifman, Alexander",g,RUS,2688,10,1966
27-01-02,19,"Lautier, Joel",g,FRA,2687,21,1973
27-01-02,20,"Dreev, Alexey",g,RUS,2683,21,1969
27-01-02,21,"Akopian, Vladimir",g,ARM,2680,16,1971
27-01-02,22,"Polgar, Judit (GM)",wg,HUN,2677,19,1976
27-01-02,23,"Azmaiparashvili, Zurab",g,GEO,2676,15,1960
27-01-02,24,"Ye, Jiangchuan",g,CHN,2676,8,1960
27-01-02,25,"Grischuk, Alexander",g,RUS,2671,16,1983
27-01-02,26,"Short, Nigel D.",g,ENG,2663,20,1965
27-01-02,27,"Vaganian, Rafael A",g,ARM,2662,10,1951
27-01-02,28,"Sokolov, Ivan",g,BIH,2659,17,1968
27-01-02,29,"Piket, Jeroen",g,NED,2659,9,1969
27-01-02,30,"Sutovsky, Emil",g,ISR,2656,20,1977
27-01-02,31,"Zhang, Zhong",g,CHN,2656,18,1978
27-01-02,32,"Zvjaginsev, Vadim",g,RUS,2656,13,1976
27-01-02,33,"Georgiev, Kiril",g,BUL,2655,25,1965
27-01-02,34,"Onischuk, Alexander",g,UKR,2655,20,1975
27-01-02,35,"Rublevsky, Sergei",g,RUS,2655,14,1974
27-01-02,36,"Xu, Jun",g,CHN,2654,16,1962
27-01-02,37,"Nikolic, Predrag",g,BIH,2653,15,1960
27-01-02,38,"Bologan, Viktor",g,MDA,2651,9,1971
27-01-02,39,"Beliavsky, Alexander G",g,SLO,2649,29,1953
27-01-02,40,"Sakaev, Konstantin",g,RUS,2649,25,1974
27-01-02,41,"Bacrot, Etienne",g,FRA,2649,13,1983
27-01-02,42,"Malakhov, Vladimir",g,RUS,2647,6,1980
27-01-02,43,"Aleksandrov, Aleksej",g,BLR,2645,10,1973
27-01-02,44,"Lutz, Christopher",g,GER,2644,25,1971
27-01-02,45,"Almasi, Zoltan",g,HUN,2644,9,1976
27-01-02,46,"Seirawan, Yasser",g,USA,2644,0,1960
27-01-02,47,"Nielsen, Peter Heine",g,DEN,2642,20,1973
27-01-02,48,"Gurevich, Mikhail",g,BEL,2641,24,1959
27-01-02,49,"Motylev, Alexander",g,RUS,2639,18,1979
27-01-02,50,"Kharlov, Andrei",g,RUS,2638,11,1968
27-01-02,51,"Dautov, Rustem",g,GER,2636,10,1965
27-01-02,52,"Lputian, Smbat G",g,ARM,2634,27,1958
27-01-02,53,"Tkachiev, Vladislav",g,FRA,2634,6,1973
27-01-02,54,"Korchnoi, Viktor",g,SUI,2633,33,1931
27-01-02,55,"Krasenkow, Michal",g,POL,2632,48,1963
27-01-02,56,"Sadler, Matthew",g,ENG,2631,0,1974
27-01-02,57,"Goldin, Alexander",g,USA,2630,24,1964
27-01-02,58,"Lastin, Alexander",g,RUS,2630,11,1976
27-01-02,59,"Shipov, Sergei",g,RUS,2630,4,1966
27-01-02,60,"Vallejo Pons, Francisco",g,ESP,2629,13,1982
27-01-02,61,"Huebner, Robert Dr.",g,GER,2628,24,1948
27-01-02,62,"Tregubov, Pavel V.",g,RUS,2626,12,1971
27-01-02,63,"Filippov, Valerij",g,RUS,2625,18,1975
27-01-02,64,"Movsesian, Sergei",g,CZE,2624,16,1978
27-01-02,65,"Pigusov, Evgeny",g,RUS,2623,13,1961
27-01-02,66,"Kobalia, Mikhail",g,RUS,2620,13,1978
27-01-02,67,"Landa, Konstantin",g,RUS,2619,0,1972
27-01-02,68,"Jussupow, Artur",g,GER,2618,23,1960
27-01-02,69,"Tiviakov, Sergei",g,NED,2614,22,1973
27-01-02,70,"Sokolov, Andrei",g,FRA,2614,9,1963
27-01-02,71,"Hansen, Curt",g,DEN,2613,0,1964
27-01-02,72,"Macieja, Bartlomiej",g,POL,2612,16,1977
27-01-02,73,"Peng, Xiaomin",g,CHN,2611,8,1973
27-01-02,74,"Baklan, Vladimir",g,UKR,2609,53,1978
27-01-02,75,"Nisipeanu, Liviu-Dieter",g,ROM,2608,4,1976
27-01-02,76,"Rustemov, Alexander",g,RUS,2607,6,1973
27-01-02,77,"Kozul, Zdenko",g,CRO,2606,34,1966
27-01-02,78,"Gyimesi, Zoltan",g,HUN,2606,20,1977
27-01-02,79,"Shabalov, Alexander",g,USA,2606,20,1967
27-01-02,80,"Istratescu, Andrei",g,ROM,2605,45,1975
27-01-02,81,"Graf, Alexander",g,GER,2605,27,1962
27-01-02,82,"Timman, Jan H",g,NED,2605,10,1951
27-01-02,83,"Stefansson, Hannes",g,ISL,2604,26,1972
27-01-02,84,"Dorfman, Josif D",g,FRA,2602,9,1952
27-01-02,85,"Papaioannou, Ioannis",g,GRE,2601,17,1976
27-01-02,86,"Glek, Igor V.",g,GER,2601,14,1961
27-01-02,87,"Gulko, Boris F",g,USA,2601,8,1947
27-01-02,88,"Hickl, Joerg",g,GER,2601,6,1965
27-01-02,89,"Chuchelov, Vladimir",g,BEL,2600,9,1969
27-01-02,90,"Najdoski, Toni",g,MKD,2600,0,1970
27-01-02,91,"Epishin, Vladimir",g,RUS,2599,40,1965
27-01-02,92,"Najer, Evgeniy",g,RUS,2599,24,1977
27-01-02,93,"Radjabov, Teimour",g,AZE,2599,20,1987
27-01-02,94,"Asrian, Karen",g,ARM,2599,15,1980
27-01-02,95,"Eingorn, Vereslav S",g,UKR,2598,25,1956
27-01-02,96,"Rozentalis, Eduardas",g,LTU,2598,24,1963
27-01-02,97,"Andersson, Ulf",g,SWE,2598,12,1951
27-01-02,98,"Hodgson, Julian M.",g,ENG,2598,6,1963
27-01-02,99,"Portisch, Lajos",g,HUN,2596,16,1937
27-01-02,100,"Shulman, Yuri",g,BLR,2596,15,1975
27-01-02,101,"Magomedov, Magaram",g,RUS,2596,9,1966
27-01-02,102,"Kaidanov, Gregory S",g,USA,2596,8,1959
27-01-02,103,"Speelman, Jonathan S.",g,ENG,2596,8,1956
27-01-02,104,"Conquest, Stuart",g,ENG,2596,7,1967
27-04-02,1,"Kasparov, Garry",g,RUS,2838,12,1963
27-04-02,2,"Kramnik, Vladimir",g,RUS,2809,0,1975
27-04-02,3,"Anand, Viswanathan",g,IND,2752,12,1969
27-04-02,4,"Topalov, Veselin",g,BUL,2745,9,1975
27-04-02,5,"Adams, Michael",g,ENG,2744,25,1971
27-04-02,6,"Ponomariov, Ruslan",g,UKR,2743,19,1983
27-04-02,7,"Bareev, Evgeny",g,RUS,2724,22,1966
27-04-02,8,"Morozevich, Alexander",g,RUS,2718,22,1977
27-04-02,9,"Ivanchuk, Vassily",g,UKR,2711,19,1969
27-04-02,10,"Gelfand, Boris",g,ISR,2710,22,1968
27-04-02,11,"Leko, Peter",g,HUN,2707,22,1979
27-04-02,12,"Shirov, Alexei",g,ESP,2704,12,1972
27-04-02,13,"Grischuk, Alexander",g,RUS,2702,22,1983
27-04-02,14,"Khalifman, Alexander",g,RUS,2698,13,1966
27-04-02,15,"Karpov, Anatoly",g,RUS,2690,9,1951
27-04-02,16,"Svidler, Peter",g,RUS,2688,0,1976
27-04-02,17,"Smirin, Ilia",g,ISR,2685,9,1968
27-04-02,18,"Akopian, Vladimir",g,ARM,2678,9,1971
27-04-02,19,"Dreev, Alexey",g,RUS,2677,22,1969
27-04-02,20,"Polgar, Judit (GM)",wg,HUN,2677,0,1976
27-04-02,21,"Azmaiparashvili, Zurab",g,GEO,2676,0,1960
27-04-02,22,"Ye, Jiangchuan",g,CHN,2676,0,1960
27-04-02,23,"Lautier, Joel",g,FRA,2675,22,1973
27-04-02,24,"Kasimdzhanov, Rustam",g,UZB,2674,13,1979
27-04-02,25,"Short, Nigel D.",g,ENG,2673,6,1965
27-04-02,26,"Vaganian, Rafael A",g,ARM,2664,9,1951
27-04-02,27,"Malakhov, Vladimir",g,RUS,2663,12,1980
27-04-02,28,"Beliavsky, Alexander G",g,SLO,2661,13,1953
27-04-02,29,"Sutovsky, Emil",g,ISR,2660,9,1977
27-04-02,30,"Piket, Jeroen",g,NED,2659,13,1969
27-04-02,31,"Rublevsky, Sergei",g,RUS,2657,9,1974
27-04-02,32,"Aleksandrov, Aleksej",g,BLR,2654,9,1973
27-04-02,33,"Georgiev, Kiril",g,BUL,2654,9,1965
27-04-02,34,"Xu, Jun",g,CHN,2654,0,1962
27-04-02,35,"Bacrot, Etienne",g,FRA,2653,9,1983
27-04-02,36,"Nikolic, Predrag",g,BIH,2653,0,1960
27-04-02,37,"Bologan, Viktor",g,MDA,2652,17,1971
27-04-02,38,"Almasi, Zoltan",g,HUN,2650,16,1976
27-04-02,39,"Sakaev, Konstantin",g,RUS,2649,0,1974
27-04-02,40,"Sokolov, Ivan",g,BIH,2647,17,1968
27-04-02,41,"Zvjaginsev, Vadim",g,RUS,2645,9,1976
27-04-02,42,"Lutz, Christopher",g,GER,2644,2,1971
27-04-02,43,"Van Wely, Loek",g,NED,2642,24,1972
27-04-02,44,"Onischuk, Alexander",g,USA,2641,30,1975
27-04-02,45,"Gurevich, Mikhail",g,BEL,2641,22,1959
27-04-02,46,"Krasenkow, Michal",g,POL,2641,11,1963
27-04-02,47,"Zhang, Zhong",g,CHN,2639,9,1978
27-04-02,48,"Vallejo Pons, Francisco",g,ESP,2638,12,1982
27-04-02,49,"Nielsen, Peter Heine",g,DEN,2636,8,1973
27-04-02,50,"Dautov, Rustem",g,GER,2636,0,1965
27-04-02,51,"Korchnoi, Viktor",g,SUI,2635,2,1931
27-04-02,52,"Hjartarson, Johann",g,ISL,2634,6,1963
27-04-02,53,"Lputian, Smbat G",g,ARM,2634,0,1958
27-04-02,54,"Sasikiran, Krishnan",g,IND,2633,61,1981
27-04-02,55,"Kharlov, Andrei",g,RUS,2633,18,1968
27-04-02,56,"Tkachiev, Vladislav",g,FRA,2633,9,1973
27-04-02,57,"Seirawan, Yasser",g,USA,2631,9,1960
27-04-02,58,"Sadler, Matthew",g,ENG,2631,0,1974
27-04-02,59,"Huebner, Robert Dr.",g,GER,2628,0,1948
27-04-02,60,"Tregubov, Pavel V.",g,RUS,2627,20,1971
27-04-02,61,"Tiviakov, Sergei",g,NED,2625,9,1973
27-04-02,62,"Movsesian, Sergei",g,CZE,2624,16,1978
27-04-02,63,"Graf, Alexander",g,GER,2623,9,1962
27-04-02,64,"Landa, Konstantin",g,RUS,2623,2,1972
27-04-02,65,"Pigusov, Evgeny",g,RUS,2623,0,1961
27-04-02,66,"Shabalov, Alexander",g,USA,2622,18,1967
27-04-02,67,"Motylev, Alexander",g,RUS,2622,9,1979
27-04-02,68,"Lastin, Alexander",g,RUS,2619,9,1976
27-04-02,69,"Goldin, Alexander",g,USA,2618,14,1964
27-04-02,70,"Baklan, Vladimir",g,UKR,2618,9,1978
27-04-02,71,"Jussupow, Artur",g,GER,2618,0,1960
27-04-02,72,"Kaidanov, Gregory S",g,USA,2616,24,1959
27-04-02,73,"Timman, Jan H",g,NED,2616,13,1951
27-04-02,74,"Shipov, Sergei",g,RUS,2613,9,1966
27-04-02,75,"Dorfman, Josif D",g,FRA,2613,4,1952
27-04-02,76,"Hansen, Curt",g,DEN,2613,0,1964
27-04-02,77,"Filippov, Valerij",g,RUS,2612,9,1975
27-04-02,78,"Vescovi, Giovanni",g,BRA,2611,26,1978
27-04-02,79,"Peng, Xiaomin",g,CHN,2611,0,1973
27-04-02,80,"Nisipeanu, Liviu-Dieter",g,ROU,2610,37,1976
27-04-02,81,"Radjabov, Teimour",g,AZE,2610,9,1987
27-04-02,82,"Volkov, Sergey",g,RUS,2609,22,1974
27-04-02,83,"Epishin, Vladimir",g,RUS,2606,25,1965
27-04-02,84,"Istratescu, Andrei",g,ROU,2606,24,1975
27-04-02,85,"Fressinet, Laurent",g,FRA,2606,18,1981
27-04-02,86,"Milov, Vadim",g,SUI,2606,9,1972
27-04-02,87,"Glek, Igor V.",g,GER,2605,25,1961
27-04-02,88,"Vladimirov, Evgeny",g,KAZ,2605,17,1957
27-04-02,89,"Gyimesi, Zoltan",g,HUN,2605,9,1977
27-04-02,90,"Sokolov, Andrei",g,FRA,2604,15,1963
27-04-02,91,"Andersson, Ulf",g,SWE,2604,9,1951
27-04-02,92,"Novikov, Igor A",g,USA,2603,52,1962
27-04-02,93,"Hickl, Joerg",g,GER,2602,9,1965
27-04-02,94,"Kobalia, Mikhail",g,RUS,2602,9,1978
27-04-02,95,"Bu, Xiangzhi",g,CHN,2601,9,1985
27-04-02,96,"Dominguez, Lenier",g,CUB,2601,9,1983
27-04-02,97,"Sermek, Drazen",g,SLO,2601,9,1969
27-04-02,98,"Korneev, Oleg",g,RUS,2599,35,1969
27-04-02,99,"Stefansson, Hannes",g,ISL,2598,22,1972
27-04-02,100,"Rustemov, Alexander",g,RUS,2598,18,1973
27-04-02,101,"Benjamin, Joel",g,USA,2598,9,1964
27-04-02,102,"Fedorov, Alexei",g,BLR,2598,9,1972
27-04-02,103,"Najer, Evgeniy",g,RUS,2598,9,1977
27-04-02,104,"Eingorn, Vereslav S",g,UKR,2598,0,1956
27-04-02,105,"Hodgson, Julian M.",g,ENG,2598,0,1963
27-07-02,1,"Kasparov, Garry",g,RUS,2838,0,1963
27-07-02,2,"Kramnik, Vladimir",g,RUS,2807,3,1975
27-07-02,3,"Anand, Viswanathan",g,IND,2755,2,1969
27-07-02,4,"Adams, Michael",g,ENG,2752,18,1971
27-07-02,5,"Topalov, Veselin",g,BUL,2745,0,1975
27-07-02,6,"Ponomariov, Ruslan",g,UKR,2743,0,1983
27-07-02,7,"Bareev, Evgeny",g,RUS,2726,12,1966
27-07-02,8,"Leko, Peter",g,HUN,2722,9,1979
27-07-02,9,"Morozevich, Alexander",g,RUS,2716,2,1977
27-07-02,10,"Ivanchuk, Vassily",g,UKR,2711,0,1969
27-07-02,11,"Gelfand, Boris",g,ISR,2710,0,1968
27-07-02,12,"Grischuk, Alexander",g,RUS,2702,2,1983
27-07-02,13,"Shirov, Alexei",g,ESP,2697,18,1972
27-07-02,14,"Svidler, Peter",g,RUS,2690,16,1976
